characters,text,cAGR,cCON,cEXT,cOPN,cNEU
Monica Geller,"Monica Geller: So, Mr. Rastatter, what exactly does this job entail? The ad wasn't too clear. Monica Geller: I'm sorry? Monica Geller: Ohh. [He pulls out a piece of Mockolate.] Monica Geller: All right. Mmm-mmm. [She tastes it, and obviously hates it.] Monica Geller: [disgusted, trying not to show it] I love how it crumbles. Now see, your chocolate doesn't do that. Monica Geller: [still chewing] Mmm-mmm. Monica Geller: Wow. Monica Geller: Just waiting for it to stop bubbling. ",3.0,2.0,1.0,0.0,1.0
Monica,"Monica: You really think this is okay? Monica: Oh, it's so beautiful. Ohh! Y'know, I-I don't know if I feel right about this. Monica: Okay! Monica: You didn't find her? Monica: Yeah, I think you should keep looking! Monica: Or 45. Monica: Well, it's getting late. ",2.0,1.0,2.0,2.0,2.0
Phoebe,"Phoebe: Okay. (watches him leave) Phoebe: Oh, Jason? Yeah, uh-huh, we're seeing each other tonight. Phoebe: I know, I know! I'm like playing the field. Y'know? Like, juggling two guys, I'm sowing my wild oats. Y'know? Y'know, this kind've like y'know oat-sowin', field-playin' juggler. Phoebe: Does a dog's lips move when he reads? (Joey makes an `I don't know' face, and looks to Chandler and Rachel, who're also stumped) Okay, no they don't. ",1.0,-1.0,2.0,1.0,-1.0
Monica,"Monica: (entering) Hi! Monica: Hey, umm, so listen umm, my friends were telling me a little about this ah, ultimate fighting thing and it, well it sounds really dangerous. I-I don't want you to get hurt, 'cause I kinda like you. Monica: Promise me you'll be careful. ",1.0,3.0,0.0,1.0,2.0
Ross Geller,"Ross Geller: What? Ross Geller: Do you say this stuff to girls? Ross Geller: You're joking, right? You guys just walked through the door. ",1.0,2.0,1.0,2.0,2.0
Ross Geller,"Ross Geller: (thinking) How 'bout Ben? Ross Geller: We uh, we just cooked it up. Ross Geller: Hey. Ross Geller: (to Ben) I know, I know. Everybody, there's someone I'd like you to meet. Yeah. This is Ben. Ben, this is everybody. ",0.0,1.0,1.0,2.0,1.0
Rachel Green,"Rachel Green: (on phone) Daddy, I just... I can't marry him! I'm sorry. I just don't love him. Well, it matters to me! Rachel Green: C'mon Daddy, listen to me! It's like, it's like, all of my life, everyone has always told me, 'You're a shoe! You're a shoe, you're a shoe, you're a shoe!'. And today I just stopped and I said, 'What if I don't wanna be a shoe? What if I wanna be a- a purse, y'know? Or a- or a hat! No, I'm not saying I want you to buy me a hat, I'm saying I am a ha- It's a metaphor, Daddy! Rachel Green: Look Daddy, it's my life. Well maybe I'll just stay here with Monica. Rachel Green: Well, maybe that's my decision. Well, maybe I don't need your money. Wait!! Wait, I said maybe!! Rachel Green: I'm all better now. ",0.0,3.0,0.0,0.0,-1.0
Phoebe Buffay,"Phoebe Buffay: Hi. Phoebe Buffay: Ta-da. Phoebe Buffay: Hi. Phoebe Buffay: Do I? Thank you, so do you. Phoebe Buffay: Sparkly. So, wow, this is pretty wonerful, huh. Mr. major capades guy. I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice. Phoebe Buffay: Yeah, well, ya know, I'm kind of spooky that way. Wooo. ",1.0,0.0,2.0,1.0,2.0
Rachel Green,"Rachel Green: They took Ben to the park. Where've you been? Rachel Green: Oh, no problem. You can borrow it, by the way. (Puts her hand in the pocket) Here are your keys, hon. (She takes the keys out, sets them on the counter, and notices she also grabbed a receipt.) Rachel Green: Mon, if uh you were at lunch alone, how come it cost you uh 53 dollars? Rachel Green: And sorta just put the receipt back in your pocket? Rachel Green: Monica, what is with you? Who'd you have lunch with? Rachel Green: Who? Rachel Green: What?! Rachel Green: You were with Julie? Rachel Green: Oh. Oh my God. Rachel Green: Yeah, right. Sure! ",0.0,0.0,2.0,2.0,-2.0
Chandler,"Chandler: What are you writing? Chandler: Oh yeah? (He grabs the pad and starts reading it.) Joshua, give me a call sometime, guys like you (Pause) never go out of style-what did you throw away? Chandler: Hi guys! Chandler: Without me?! ",3.0,1.0,3.0,3.0,1.0
Rachel,"Rachel: I know. Rachel: Well, I told him I would think about it, but I'm gonna tell him no. ",1.0,1.0,-1.0,-1.0,1.0
Joey Tribbiani,"Joey Tribbiani: It's never gonna happen. Joey Tribbiani: You and Rachel. Joey Tribbiani: Because you waited too long to make your move, and now you're in the friend zone. Joey Tribbiani: Ross, you're mayor of the zone. Joey Tribbiani: Priesthood! Look Ross, I'm telling you, she has no idea what you're thinking. If you don't ask her out soon you're going to end up stuck in the zone forever. Joey Tribbiani: Yeeeeaaaahhh! What's messing you up? The wine? The candles? The moonlight? You've just got to go up to her and say, 'Rachel, I think that...' (Rachel comes into the room behind them) ",-2.0,-1.0,1.0,1.0,-1.0
Monica,"Monica: Hey! Monica: Hey, guess what I'm doing tonight. Monica: I'm checking out the restaurant with Pete. Monica: I know. Monica: What? Monica: Okay, but wouldn't it be easier if you had to tell me something that you could tell me. Monica: Okay. Does it have to do with Ross and Rachel? ",-1.0,1.0,2.0,0.0,3.0
Phoebe Buffay,Phoebe Buffay: I love you goddesses. I don't ever want to suck your wind again. Phoebe Buffay: Yeah. ,2.0,1.0,1.0,-2.0,1.0
Chandler Bing,"Chandler Bing: Shhh, busy beaming with pride. Chandler Bing: Now why would she say that's embarrassing? Chandler Bing: THAT'S TOO MUCH INFORMATION!! ",3.0,0.0,3.0,-1.0,-2.0
Phoebe,"Phoebe: Oh my God! You dated someone with a glass eye too?! Phoebe: All right, no, well I want to kill them to, but their boys, y'know how are we gonna beat three boys? Phoebe: Come on Mon, let her throw the ball. ",2.0,2.0,3.0,2.0,2.0
Ross,"Ross: Oh-oh, Alec Baldwin and Kim Basinger. Ross: Yeah. Ross: They're not a couple! Ross: Oh yeah! ",3.0,2.0,2.0,2.0,1.0
Mrs. Green,"Mrs. Green: [entering] There she is. Mrs. Green: Sweetie! So this is where you work? Oh, it's wonderful! Is it a living room? Is it a restaurant? Who can tell? But I guess that's the fun. Mrs. Green: Monica! You look gorgeous! Last time I saw you, it was eat or be eaten. Mrs. Green: Oh hello, Ross. Mrs. Green: So, what do you think of my daughter in the apron with the big job? Mrs. Green: If you didn't pour the coffee, no one would have anything to drink. Mrs. Green: This is just so exciting. You know, I never worked. I went straight from my father's house to the sorority house to my husband's house. I am just so proud of you. ",3.0,1.0,2.0,1.0,1.0
Janice,"Janice: So, I hear, you hate me! Janice: A little birdie told me something about you wanting to rip your arm off and throw it at me. Janice: All right, fine, fine, fine, fine, fine, We've got to do something about our little situation here Joey. So, this is my idea you and me spending some quality time together. Janice: For Chandler! ",-1.0,0.0,-1.0,1.0,-1.0
Chandler Bing,"Chandler Bing: Where are they? Where are they? Chandler Bing: It's great. Maybe tomorrow we can rent a car and run over some puppies. Chandler Bing: Here we go. Chandler Bing: Hey, Janice. Chandler Bing: Hey, that's not good. Can I get an espresso and a latte over here, please? Chandler Bing: What? Chandler Bing: (covering) What... did you get me there? Chandler Bing: Bullwinkle socks. That's so sweet. Chandler Bing: That's great. Chandler Bing: Well, I'm gonna get another espresso. Can I get you another latte? ",3.0,-1.0,1.0,0.0,-1.0
Monica,"Monica: Here's your tea Phoebe. (They give it to her and quickly take a step back.) Monica: I'm so glad you liked it. Monica: What?! Monica: Oh my God! Monica: Wait, you can't have the baby here! I mean I haven't sterilised it since the guys moved out! ",0.0,1.0,2.0,0.0,-2.0
Rachel Green,"Rachel Green: No luck huh? Rachel Green: Oh, yeah sure, Ok. [she takes Ben and holds him at arms length] Rachel Green: Uh, I'm holding Ben. Rachel Green: Ok. Rachel Green: This is how I would hold a football. Rachel Green: Ok, I'm sorry, I'm just not very good with babies. I mean I haven't been around them, I mean, you know, since I was one. Rachel Green: Really? Rachel Green: What? Rachel Green: You think about stuff like that? Rachel Green: Two, two babies? Rachel Green: Then what's gonna happen? ",0.0,0.0,1.0,0.0,-1.0
Chandler Bing,"Chandler Bing: Oh, yes, could I have one of those. (Points) Chandler Bing: Okay. Chandler Bing: No, she's still upset because I saw her boobies. Chandler Bing: It was an accident. Not like I was across the street with a telescope and a box of donuts. Chandler Bing: Y'know, I don't know why you're so embarrassed, they were very nice boobies. Chandler Bing: Okaaay, (Gestures) rock, hard place, me. Chandler Bing: Whoah whoah, back up there, Sparky. What'd you mean by that? Chandler Bing: Huh. Chandler Bing: Uhhuh, how did you know that? ",1.0,0.0,3.0,1.0,0.0
Rachel,,0.0,0.0,0.0,0.0,0.0
Joey,Joey: Huh. Joey: I know. ,1.0,1.0,3.0,1.0,3.0
Rachel Green,"Rachel Green: No, no, I mean, no, c'mon you guys, I mean, c'mon look it's only eleven thirty. Let's just talk, we never just hang out and talk anymore. Rachel Green: Maybe that's all we do, what about Julie? Rachel Green: Well, you have been in our lives for nearly two months now and we don't really know you. I mean, who is Julie? I mean, what do you like, what don't you like? We wanna hear everything. Rachel Green: So. I mean, who here does not have the time to get to know Julie? ",2.0,3.0,3.0,3.0,0.0
Chandler Bing,"Chandler Bing: Hey. Chandler Bing: Yeah, we were gonna give fifty, but if you guys gave more, we don't wanna look bad. Chandler Bing: And twenty-five it is. Chandler Bing: Phoebs, let me ask you something, were, were these, uh, funny brownies? ",0.0,2.0,2.0,2.0,0.0
Susan Bunch,"Susan Bunch: How, how is this my fault? Susan Bunch: Yeah? Well, there's a lot of things Carol never did before I came along. Susan Bunch: You know what your problem is? You're threatened by me. ",-2.0,-2.0,3.0,-2.0,-1.0
Phoebe Buffay,Phoebe Buffay: Ooh! Oh! (She starts to pluck at the air just in front of Ross.) Phoebe Buffay: Fine! Be murky! ,3.0,-1.0,1.0,3.0,2.0
Rachel Green,"Rachel Green: Oh, I guess. Except everything looks like jammies now. Rachel Green: Whoa, I'm sorry. Excuse me. We had this cart. Rachel Green: I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart. Rachel Green: Hey, hey, hey, hey, quit making up rules! Rachel Green: All right, listen, missy. If you want this cart, you're gonna have to take me with it! Rachel Green: (to Ross) Yes! Did you see that? ",2.0,1.0,1.0,1.0,1.0
Pete,"Pete: So? I mean have you thought about it? Pete: Oh no, not the thing. I hate the thing. What's the thing? Pete: Wait, wait, wait, wait, that's-that's what you're worried about? If that's the problem, we've got no problem. Pete: No! Look, I was gonna tell you this over dinner, but I met somebody else. On my trip. Pete: Her name's Ann, she's a journalist. Ahh, we met on the plane. She asked me if she could finish off my peanuts, I thought she said something else, we had a big laugh. Yeah, I just, I mean I got, I got tired of waiting. Pete: I guess you can. Pete: All right. Pete: Yeah, sure. Good luck! Pete: What? Pete: Why would you say that? Pete: You're good. You're good! ",1.0,0.0,2.0,3.0,0.0
Phoebe Buffay,"Phoebe Buffay: Hey Joey. Phoebe Buffay: How come you're watching a rabbi play electric guitar? Phoebe Buffay: So, Scott asked me to come over for lunch today and I did. Phoebe Buffay: And we did. Phoebe Buffay: Yay me. Phoebe Buffay: Well, I finally took your advice and asked him what was going on. Phoebe Buffay: He said that, um, he understands how sex can be like, a very emotional thing for a woman and he was just afraid that I was gonna get all, y'know, like, 'ohh, is he gonna call me the next day' and, y'know, 'where is this going' and, ya know, blah-la-la-la-la. So he said he wanted to hold off until he was prepared to be really serious. ",2.0,2.0,3.0,3.0,3.0
Ross,"Ross: Come on, man! Just-just take the sweats off. Okay? Just take 'em off and we'll have some fun. Ross: Hi! Ross: Catch any big fish? (Phoebe, Ross, and Monica all go over to him.) Ross: Are you kidding?! Ross: He hasn't gotten out of that chair in two days. Ross: Hey! ",2.0,2.0,3.0,3.0,3.0
Ross Geller,"Ross Geller: That's it? That's all you wrote? You're the worst writer in the whole world. Ross Geller: No, you don't. Ross Geller: Ok, just, just remember how crazy I am about you, ok? Ross Geller: Now that's a little spoiled. He was supposed to type ""little"", the idiot. ",0.0,0.0,1.0,1.0,2.0
Richard,"Richard: Ah, that's OK, come on in. Um, I'm sorry, is Monica Geller coming? I was told she was. Richard: Monica? My God you used to be so. . . I mean you, you, you, you must have lost like. . . You look great. Richard: Hi Phoebe, nice to meet you. [Phoebe just giggles when they shake] So, how ya been? Richard: Oh, well obviously you know Barbara and I split up, otherwise you wouldn't have done the head tilt. ",3.0,3.0,2.0,2.0,3.0
Joey Tribbiani,"Joey Tribbiani: Nope. Joey Tribbiani: I got fired. Joey Tribbiani: Yeah, they said I acted too much with it. I told everybody about this! Now everybody's gonna go to the theatre, expecting to see me, and... Joey Tribbiani: My mom will. Joey Tribbiani: Y'know, I've done nothing but crappy plays for six years. And I finally get my shot, and I blow it! Joey Tribbiani: Hard to tell, I was naked. Joey Tribbiani: Yeah? That's so nice! (They hug.) ",1.0,0.0,1.0,0.0,0.0
Ross,"Ross: Yeah, y'know the ah, the girlfriend I told you about last night? (He's frantically throwing the cushions off of the couch looking for her other shoe) Well it turns out she ah, she wants to get back together with me. Oh, I found it!! Ross: Yeah! Ross: Oh, thank you. (She goes to kiss him, but he holds her coat up between their faces to stop her.) Hey, hey. (opens the door, sees Rachel, and hides Chloe behind the door) Rachel!!!! ",-1.0,-1.0,1.0,-1.0,-1.0
Grandmother,"Grandmother: Hey. Grandmother: C'mon now Phoe, don't still be mad at me. How's it going? Grandmother: Well, I think you're better off without him. Oh honey, I know he's your daddy but, but to me he's still the irresponsible creep who knocked up your mom and stole her Gremlin. Grandmother: I know. OK, I wasn't completely honest with you when I told you that, uh, I didn't know exactly where he lived. ",-2.0,-1.0,0.0,0.0,-1.0
Chandler Bing,"Chandler Bing: I may have. Chandler Bing: Well, we haven't exactly met, we just stayed up all night talking on the internet. Chandler Bing: I like this girl, okay, I seriously like this girl, you now how sometimes I tend get a little defended and quipy... Chandler Bing: Well she totally called me on it, okay. She said, 'cut it out, get real', and I did. Chandler Bing: It's like this, me, no jokes. ",1.0,2.0,1.0,0.0,0.0
Mr. Tribbiani,"Mr. Tribbiani: Gotta go. I miss you too, I love you, but it's getting real late now Mr. Tribbiani: Her name's Ronni. She's a pet mortician. Mr. Tribbiani: Remember when you were a little kid, I used to take you to the navy yard and show you the big ships? Mr. Tribbiani: No, it's only been six years. I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy. ...Joe. Y'ever been in love? ",1.0,3.0,2.0,1.0,2.0
Ross Geller,Ross Geller: Uh-huh. Ross Geller: Do you have a point? ,-1.0,0.0,0.0,-3.0,1.0
